0.04245283,0.004716981,0.014150943,0.123820755,0,0.016509434,0.014150943
0.012932833,0.015435962,0.014601585,0.019816437,0.027534418,0.027534418,0.028108052
0.080139373,0.007077526,0.011106272,0.037020906,0.004790941,0.013719512,0.021777003
0.052795031,0.00310559,0,0.024223602,0.032298137,0.005590062,0.082608696
0.075,0,0,0,0.1,0,0.15
0.051282051,0.153846154,0.051282051,0.012820513,0,0,0
0.02688172,0.010752688,0.02688172,0.028561828,0.005376344,0.003360215,0.069892473
0,0.229166667,0,0.111111111,0,0,0.034722222
0.0625,0.017857143,0,0.017857143,0.071428571,0,0.044642857
0.089053803,0.029684601,0.024118738,0.00742115,0.003092146,0.008658009,0.018552876
0.365714286,0,0,0.005714286,0,0.017142857,0.028571429
0.014814815,0.044444444,0.037037037,0.074074074,0,0,0.02962963
0.011340011,0.006237006,0.04989605,0.020790021,0.010584011,0.046872047,0.016065016
0.03125,0.15625,0,0.03125,0.03125,0,0
0.018823529,0.016470588,0.058823529,0.035294118,0.003529412,0,0.056470588
0.004103967,0,0.045143639,0.049247606,0.004103967,0.04377565,0.049247606
0.166666667,0,0.033333333,0,0.016666667,0,0.066666667
0,0.138888889,0,0.111111111,0.083333333,0,0
0.026578073,0.091362126,0.03986711,0.033222591,0,0.00166113,0.008305648
0,0.031746032,0,0.023809524,0.031746032,0.111111111,0.023809524
0,0,0,0.0625,0.0625,0.25,0
0.025510204,0,0,0.030612245,0,0.408163265,0
0,0.002857143,0.017142857,0.004761905,0.019047619,0.04,0.165714286
0.005649718,0.011299435,0.020338983,0.020338983,0.005649718,0.076836158,0.030508475
0.041054451,0.032411409,0.024200519,0.034572169,0.000864304,0.00605013,0.027657736
0.012748256,0.009393451,0.012748256,0.038647343,0.020665593,0.00805153,0.060520666
0.003003003,0.045045045,0.012012012,0,0.147147147,0.015015015,0.013513514
0.065789474,0.065789474,0,0,0.052631579,0,0.065789474
0.0625,0,0.0625,0,0,0.25,0
0.026785714,0.007440476,0,0.007440476,0,0.163690476,0.066964286
0.029220779,0.016233766,0,0.048701299,0.029220779,0.048701299,0.006493506
0.227272727,0,0.054545455,0,0.013636364,0,0.022727273
0.029751543,0.00822915,0.016616553,0.044310809,0.017935327,0.012238223,0.023210424
0.053423031,0.012663237,0.067273447,0.005935892,0.000791452,0.038781163,0.00771666
0.025043827,0.033057851,0.06210869,0.025043827,0.012021037,0.01302279,0.000751315
0,0,0,0.333333333,0,0.066666667,0.016666667
0.020833333,0.104166667,0,0,0.25,0,0
0,0,0.1,0,0,0.133333333,0.1
0,0.151515152,0.03030303,0,0.151515152,0,0
0.009009009,0.009009009,0.013513514,0.009009009,0.067567568,0.060810811,0.006756757
0,0,0,0,0.176470588,0.039215686,0.137254902
0.056818182,0.007575758,0.053030303,0,0.079545455,0.022727273,0
0.076190476,0.019047619,0.008465608,0,0.001058201,0.063492063,0.042328042
0.130434783,0.028985507,0,0,0.217391304,0,0
0.155555556,0,0.022222222,0.2,0,0,0
0.026666667,0.013333333,0,0.133333333,0.12,0,0
0.009276438,0.141001855,0,0.005565863,0.072356215,0,0.033395176
0,0,0,1,0,0,0
0.2,0,0,0.0125,0,0.05,0.0375
0.006944444,0.097222222,0.020833333,0,0.013888889,0.055555556,0.006944444
0,0.208333333,0.291666667,0,0,0,0
0,0,0.028985507,0.217391304,0,0.028985507,0.036231884
0,0.151515152,0,0,0,0.03030303,0.151515152
0.083333333,0.111111111,0.138888889,0,0,0,0
0.012633241,0.011843664,0.028424793,0.003947888,0.007698381,0.024674299,0.090801421
0.061538462,0.215384615,0.061538462,0,0,0,0
0.03030303,0,0.008658009,0.010822511,0.034632035,0.051948052,0.043290043
